9,20
22,22
23,23
37,36
39,48
40,38
41,37
42,47
43,31
44,45
45,49
46,43
47,30
48,57
49,55
50,32
52,49
54,41
55,29
56,43
57,35
58,45
59,62
60,38
61,47
62,38
63,48
64,36
65,65
66,64
67,24
68,25
69,26
70,42
71,60
72,60
73,18
74,19
75,75
76,56
77,84
79,85
80,80
82,82
83,83
88,21
91,86
94,54
95,95
98,86
102,53
103,59
106,106
107,58
109,53
110,59
114,53
115,59
118,118
